DESCRIPCION SECTOR,NOMBRE ENTIDAD
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL ROSA FLORIDA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SANTA BARBARA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SANTA ROSA DE SUCUMBIOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SEVILLA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA NUEVA TRONCAL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL CUYABENO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE AGUAS NEGRAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DAYUMA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE TARACOA ( CAB. EN NUEVA ESPERANZA YUCA )
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL ALEJANDRO LABAKA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE EL DORADO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL EDEN
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL GARCIA MORENO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE INES ARANGO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA BELLEZA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE NUEVO PARAISO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SAN JOSE DE GUAYUSA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SAN LUIS DE ARMENIA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE CAPITAN AUGUSTO RIVADENEYRA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE CONONACO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SANTA MARIA DE HUIRIRIMA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL YASUNI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE ENOKANQUI ( CAB. EN PARAISO )
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL POMPEYA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SAN CARLOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN SEBASTIAN DEL COCA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LAGO SAN PEDRO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE RUMIPAMBA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL TRES DE NOVIEMBRE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL UNION MILAGRENA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE AVILA ( CAB. EN HUIRUNO )
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PUERTO MURIALDO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE PAYAMINO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SAN JOSE DE DAHUANO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SAN VICENTE DE HUATICOCHA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SANTA MARIA DEL TOACHI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE NUEVO PARAISO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO RURAL DE LA PARROQUIA DE SANTA LUCIA DE LAS PENAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE PUMPUENTSA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LOS ANGELES GADP RURAL LOS ANGELES
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MILAGROS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN SALVADOR DE CANARIBAMBA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL TRIUNFO DORADO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA ESMERALDA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PANGUINTZA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA ADMINISTRADORA DE AGUA POTABLE DE LA COMUNIDAD LA AMERICA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CAZADEROS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA ADMINISTRADORA DE AGUA POTABLE DE LA COMUNIDAD DE CUNDUANA Y CORONA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HATUN SUMAKU
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL 10 DE AGOSTO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SAN JOSE DE AYORA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN JACINTO DE WAKAMBEIS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA VILLEGAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PLAN PILOTO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MONTERREY
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA CUCA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE NANKAIS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL PARAISO LA 14
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SANSAHUARI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SANTA MARIA
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,ESPE INNOVATIVA E.P.
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA CASA PARA TODOS EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA MEDIOS PUBLICOS DE COMUNICACION DEL ECUADOR - MEDIOS PUBLICOS EP EN LIQUIDACION
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,ASTILLEROS NAVALES ECUATORIANOS -ASTINAVE EP-
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,TRANSPORTES NAVIEROS ECUATORIANOS
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA FLOTA PETROLERA ECUATORIANA-EP FLOPEC
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE SERVICIOS GENERALES E INGENIERIA UTM
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,"EMPRESA PUBLICA CENTROS DE ENTRENAMIENTO PARA EL ALTO
RENDIMIENTO - CEAR EP EN LIQUIDACION"
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,UTMACH EP EMPRESA PUBLICA DE PRODUCCION Y DESARROLLO ESTRATEGICO DE LA UNIVERSIDAD TECNICA DE MACHALA
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA COORDINADORA DE EMPRESAS PUBLICAS -EMCO EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE ADMINISTRACION Y GESTION DE LOS SERVICIOS LA CONSULTORIA ESPECIALIZADA Y LOS PRODUCTOS DE PROYECTOS DE INVESTIGACION DE LA UNIVERSIDAD DE CUENCA UCUENCA EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,UNAE-EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE SERVICIOS UNESUM -EPSU
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,IKIAM EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DEL AGUA - EPA  EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE PRODUCCION Y DESARROLLO ESTRATEGICO DE LA UNIVERSIDAD LAICA ELOY ALFARO DE MANABI - EP ULEAM
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,ESTACION DE SERVICIOS ESPOCH GASOLINERA POLITECNICA EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE ADMINISTRACION Y GESTION DE SERVICIOS Y PRODUCTOS DE PROYECTOS DE INVESTIGACION DE LA ESCUELA POLITECNICA NACIONAL EPN-TECH EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA DE MUNICIONES SANTA BARBARA EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE INNOVACION Y COMERCIALIZACION INVENTIO-ESPOL EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA ESCUELA DE CONDUCCION ESPOCH CONDUESPOCH EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA LA UEMPRENDE EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE DESARROLLO ESTRATEGICO ECUADOR ESTRATEGICO EP EN LIQUIDACION
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE BIENES Y SERVICIOS UCE PROYECTOS EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE PRODUCCION Y DESARROLLO ESTRATEGICO DE LA UNVERSIDAD TECNICA ESTATAL DE QUEVEDO EP PRODEUTEQ EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA TAME LINEA AEREA DEL ECUADOR TAME EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE INVESTIGACION CENTRO E.P.I. CENTRO
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,FABRICAMOS ECUADOR FABREC EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA ESPOCH
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE PRODUCCION Y DESARROLLO ESTRATEGICO DE LA UNIVERSIDAD ESTATAL DE MILAGRO (EPUNEMI)
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE OBRAS BIENES Y SERVICIOS SANTA ELENA EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EP SERVICIO ASESORIA CONSULTA Y CAPACITACION DE INGENIERIA QUIMICA
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE SERVICIOS ESPOL-TECH EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,ESCUELA DE CONDUCTORES PROFESIONALES ESPOL EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA NACIONAL MINERA ENAMI EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,CORPORACION ELECTRICA DEL ECUADOR CELEC EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA ELECTRICA PUBLICA ESTRATEGICA CORPORACION NACIONAL DE ELECTRICIDAD CNEL EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,TRANSESPOL E.P.
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA CORREOS DEL ECUADOR CDE E.P.
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,FERROCARRILES DEL ECUADOR  EMPRESA PUBLICA - FEEP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE ADMINISTRACION GESTION DE SERVICIOS Y TRANSFERENCIA CIENTIFICA TECNOLOGICA DE LA ESCUELA SUPERIOR POLITECNICA AGROPECUARIA DE MANABI  - ESPAM MFL EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA UPEC CREATIVA EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA UTE-LVT EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA UNIVERSITARIA DE SALUD EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EP UNACH
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE COMUNICACION DEL ECUADOR EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA SERVICIOS POSTALES DEL ECUADOR SPE EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA AMAZONICA UEA EP EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE PRODUCCION Y DE SERVICIOS DE LA UNIVERSIDAD ESTATAL DE BOLIVAR PROSERVI-UEB-EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,INGENIERIA MATERIALES Y SISTEMAS UG-EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA UNIDAD NACIONAL DE ALMACENAMIENTO UNA EP
EMPRESAS PUBLICAS DE LA FUNCION EJECUTIVA,EMPRESA PUBLICA DE LA UNIVERSIDAD TECNICA DE AMBATO UTA EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MANCOMUNADA PARA LA GESTION INTEGRAL DE RESIDUOS SOLIDOS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES DE ZARUMA ATAHUALPA PINAS Y PORTOVELO
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA MUNICIPAL DE ASEO INTEGRAL MONTECRISTI - EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA DE LA MANCOMUNIDAD DE TRANSITO TRANSPORTE TERRESTRE Y SEGURIDAD VIAL DE LA PROVINCIA DE PASTAZA TRANSCOMUNIDAD-EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE TURISMO PROMOCION CIVICA Y RELACIONES INTERNACIONALES DE GUAYAQUIL EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON QUININDE -EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE MERCADOS Y CAMALES
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA MANCOMUNADA DE MOVILIDAD SUSTENTABLE DE ZAMORA CHINCHIPE E.P. EMMSZACH EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE CENTROS COMERCIALES Y TERMINAL TERRESTRE MERCADOS Y CAMALES DEL CANTON PORTOVIEJO PORTOCOMERCIO EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE VIVIENDA DEL CANTON PORTOVIEJO
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE PARQUES CEMENTERIOS AREAS VERDES ZONAS DE RECREACION Y ESPACIOS CULTURALES DE PORTOVIEJO
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA MUNICIPAL DE LA TERMINAL TERRESTRE DEL CANTON CANAR-EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE INSFRAESTRUCTURA Y SERVICIOS DE RASTRO SAN LORENZO DE JIPIJAPA EP MSR-SLJ
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE COMUNICACION E INFORMACION DEL CANTON EL GUABO EPMCIEG-EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE MOVILIDAD DE MACHALA EPMM-M
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA DE COMUNICACION E INFORMACION PASAJE DE LAS NIEVES CIP-EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE TRANSPORTE TERRESTRE TRANSITO Y SEGURIDAD VIAL DEL CANTON PORTOVIEJO EP PORTOVIAL EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL AGROINDUSTRIAL EP-EMPROFRUB
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL REGISTRO DE LA PROPIEDAD DEL CANTON SANTO DOMINGO
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON EL GUABO EPAAGUA
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE SERVICIOS TURISTICOS DEL CANTON ZAMORA EMSETURI-EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE MOVILIDAD DE SAMBORONDON EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA PROVINCIAL MANABI PRODUCE EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE VIVIENDA DE INTERES SOCIAL DE GUARANDA EP-MVISG
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE ASEO DE LOS CANTONES ALAUSI COLTA GUAMOTE
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE COMUNICACION E INFORMACION DE PINDAL - EMCIP EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE TERMINALES TERRESTRES PARQUE INDUSTRIAL Y DESARROLLO LOCAL PUERTO SECO Y ZONA ROSA EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON LOMAS DE SARGENTILLO - EPMAPALS
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA DE CONSTRUCCION PROVINCIAL DE ESMERALDAS - ESMERALDAS CONSTRUYE
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE COMUNICACION FORMACION E INFORMACION DEL CANTON PUERTO LOPEZ EMCIPLO EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA DE BALANCEADOS AMAZONICOS ORELLANA EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE URBANIZACION Y VIVIENDA DEL CANTON VALENCIA - EMVI EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA DE CONSTRUCCIONES DEL CANAR EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA PROVINCIAL RADIO CULTURAL IDENTIDAD EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA CORPORACION ORENSE DE DESARROLLO ECONOMICO TERRITORIAL DE EL ORO CORPODET EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA MUNICIPAL DE VIVIENDA Y DESARROLLO URBANO DEL CANTON SANTA ELENA
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE TRANSPORTE TERRESTRE TRANSITO SEGURIDAD VIAL Y TERMINALES TERRESTRES DE SANTO DOMINGO EPMT SD
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA RED MUNICIPAL DE SALUD MACHALA EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DEL REGISTRO DE LA PROPIEDAD DEL CANTON PORTOVIEJO EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA TERMINAL TERRESTRE Y COMUNICACION SOCIAL COCA EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA CUERPO DE BOMBEROS DEL CANTON VALENCIA EP CBCV
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE TRANSFORMACION Y COMERCIALIZACION DE PRODUCTOS DE TIERRAS ALTAS
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA PARA EL SISTEMA INTEGRAL DE FAENAMIENTO
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA MUNICIPAL DE INFORMACION Y COMUNICACION DEL CANTON ZAPOTILLO EMINCOZA-EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,PICHINCHA COMUNICACIONES EP
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE ASEO INTEGRAL DE LOS CANTONES DE CAÑAR BIBLIAN EL TAMBO Y SUSCAL
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON MEJIA
EMPRESAS PUBLICAS DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS,EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE AGUA POTABLE DE LOS CANTONES BOLIVAR JUNIN SAN VICENTE SUCRE Y TOSAGUA - EMMAP-EP
