ocid,id,quantity,description,relatedLot,unit_id,unit_name,unit_scheme,unit_value_amount,unit_value_currency,classification_id,classification_scheme,classification_description,aditional_id,aditional_uri,aditional_scheme,aditional_description
ocds-5wno2w-COTB-EPMAPS-002-2019-258814,2861508-DS-SO,1,REPARACION Y MANTENIMIENTO DE EQUIPOS Y SISTEMAS ELECTRONICOS,247319,436,Unidad,SERCOP,80000.0,USD,841600111,CPC,REPARACION Y MANTENIMIENTO DE EQUIPOS Y SISTEMAS ELECTRONICOS,84160.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=84160.01.1,CPC,SERVICIOS DE REPARACION Y MANTENIMIENTO DE EQUIPOS DE SISTEMAS ELECTRONICOS
ocds-5wno2w-COTB-EPMAPS-003-2019-258814,2915851-DS-SO,1,PRESTACION DE ASISTENCIA PARA MANTENER LOS SISTEMAS (PROGRAMAS) INFORMATICOS EN BUEN ESTADO DE FUNCIONAMIENTO. EL MANTENIMIENTO PUEDE SER CORRECTIVO O PREVENTIVO E INCLUIR SERVICIOS COMO LA PRESTACION DE ASISTENCIA PARA MANTENER LOS SISTEMAS (PROGRAMAS) I,255084,436,Unidad,SERCOP,230000.0,USD,831600011,CPC,PRESTACION DE ASISTENCIA PARA MANTENER LOS SISTEMAS (PROGRAMAS) INFORMATICOS EN BUEN ESTADO DE FUNCIONAMIENTO. EL MANTENIMIENTO PUEDE SER CORRECTIVO O PREVENTIVO E INCLUIR SERVICIOS COMO LA PRESTACION DE ASISTENCIA PARA MANTENER LOS SISTEMAS (PROGRAMAS) I,83160.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83160.00.1,CPC,PRESTACION DE ASISTENCIA PARA MANTENER LOS SISTEMAS (PROGRAMAS) INFORMATICOS EN BUEN ESTADO DE FUNCIONAMIENTO. EL MANTENIMIENTO PUEDE SER CORRECTIVO O PREVENTIVO E INCLUIR SERVICIOS COMO LA PRESTACION DE ASISTENCIA PARA MANTENER LOS SISTEMAS (PROGRAMAS) I
ocds-5wno2w-COTB-EPMAPS-004-2019-258814,2859466-DS-SO,1,SERVICIOS SOCIALES PRESTADOS POR INSTITUCIONES NO RESIDENCIALES QUE PROPORCIONAN HOSPEDAJE DIURNO Y ENSENANZA ELEMENTAL MEDIANTE JUEGOS A NINOS PEQUENOS EN GUARDERIAS (SERVICIOS DE GUARDERIA DIURNOS),246950,436,Unidad,SERCOP,259200.0,USD,933210011,CPC,SERVICIOS SOCIALES PRESTADOS POR INSTITUCIONES NO RESIDENCIALES QUE PROPORCIONAN HOSPEDAJE DIURNO Y ENSENANZA ELEMENTAL MEDIANTE JUEGOS A NINOS PEQUENOS EN GUARDERIAS (SERVICIOS DE GUARDERIA DIURNOS),93321.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=93321.00.1,CPC,SERVICIOS SOCIALES PRESTADOS POR INSTITUCIONES NO RESIDENCIALES QUE PROPORCIONAN HOSPEDAJE DIURNO Y ENSENANZA ELEMENTAL MEDIANTE JUEGOS A NINOS PEQUENOS EN GUARDERIAS (SERVICIOS DE GUARDERIA DIURNOS)
ocds-5wno2w-COTB-EPMAPS-005-2019-258814,2865350-DS-SO,1,"SERVICIOS COMERCIALES AL POR MENOR DE COMBUSTIBLES , LIQUIDOS EN TIENDAS  NO ESPECIALIZADAS",247951,436,Unidad,SERCOP,82613.0,USD,621910013,CPC,"SERVICIOS COMERCIALES AL POR MENOR DE COMBUSTIBLES , LIQUIDOS EN TIENDAS  NO ESPECIALIZADAS",62191.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=62191.00.1,CPC,"SERVICIOS COMERCIALES AL POR MENOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y PRODUCTOS AFINES EN TIENDAS  NO ESPECIALIZADAS"
ocds-5wno2w-COTB-EPMAPS-006-2019-258814,2884287-DS-SO,1,"SERVICIOS COMERCIALES AL POR MENOR DE COMBUSTIBLES , LIQUIDOS EN TIENDAS  NO ESPECIALIZADAS",250657,436,Unidad,SERCOP,345223.79,USD,621910013,CPC,"SERVICIOS COMERCIALES AL POR MENOR DE COMBUSTIBLES , LIQUIDOS EN TIENDAS  NO ESPECIALIZADAS",62191.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=62191.00.1,CPC,"SERVICIOS COMERCIALES AL POR MENOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y PRODUCTOS AFINES EN TIENDAS  NO ESPECIALIZADAS"
ocds-5wno2w-COTB-EPMAPS-007-2019-258814,2906193-DS-SO,1,"SERVICIOS GENERALES DE INGENIERIA MECANICA COMO EMPALMES, ETC. DE ELEMENTOS DE TRABAJO METALICOS",253626,436,Unidad,SERCOP,299848.5,USD,8821200114,CPC,"SERVICIOS GENERALES DE INGENIERIA MECANICA COMO EMPALMES, ETC. DE ELEMENTOS DE TRABAJO METALICOS",88212.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=88212.00.1,CPC,"SERVICIOS GENERALES DE INGENIERIA MECANICA COMO TALADRADO, TORNEADO, FRESADO, TAREAS DE EROSION, CEPILLADO, LAPEADO, BROCHADO, IGUALADO, ASERRADO, RECTIFICADO, AFILADO, SOLDADURA, EMPALMES, ETC. DE ELEMENTOS DE TRABAJO METALICOS"
ocds-5wno2w-COTB-EPMAPS-008-2019-258814,2981390-DS-SO,1,"TRANSPORTE POR CARRETERA DE HIDROCARBUROS LIVIANOS (GASOLINA, FUEL OIL 1, ETC)",263910,436,Unidad,SERCOP,78000.0,USD,643320014,CPC,"TRANSPORTE POR CARRETERA DE HIDROCARBUROS LIVIANOS (GASOLINA, FUEL OIL 1, ETC)",64332.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=64332.00.1,CPC,TRANSPORTE POR CARRETERA DE COMBUSTIBLES PETROLIFEROS  EN CAMIONES CISTERNA
ocds-5wno2w-COTB-EPMAPS-011-2019-258814,2982227-DS-SO,1,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",264039,436,Unidad,SERCOP,72350.0,USD,871410011,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",87141.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=87141.00.1,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA"
ocds-5wno2w-COTB-FELP-001-2019-172527,2806433-DS-SO,1,VENTA DE BILLETES DE VIAJE,238042,436,Unidad,SERCOP,149165.0,USD,678110012,CPC,VENTA DE BILLETES DE VIAJE,67811.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=67811.00.1,CPC,"VENTA DE BILLETES DE VIAJE, ALOJAMIENTO Y VIAJES ORGANIZADOS A COMISION O POR CONTRATO"
ocds-5wno2w-COTB-GADC-23119-2019-2616,2844655-DS-SO,140000,ADQUISICIÓN DE DIÉSEL PREMIUM PARA EL EQUIPO PESADO DEL GAD MUNICIPAL DEL CANTÓN CUENCA,244526,52214,Galón (US),SERCOP,2.39,USD,333400011,CPC,DIESEL,33340.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=33340.00.1,CPC," COMBUSTIBLES DE TIPO QUEROSENO PARA  AVIONES, Y DIESEL PARA  AUTOMOTORES"
ocds-5wno2w-COTB-GADMCB-01A-2019-91641,2896199-DS-SO,1,ADQUISICION DE MATERIALES DE FERRETERIA Y CONSTRUCCION PARA EL MANTENIMIENTO CORRECTIVO DE LAS TUBERIAS DE AA PP Y ALCANTARILLADO PLUVIAL DE LA CABECERA CANTONAL Y PARROQUIALES DE GUARE E ISLA DE BEJUCAL,252284,436,Unidad,SERCOP,120005.3,USD,622610012,CPC,SERVICIOS COMERCIALES  AL  POR MENOR DE MATERIALES DE CONSTRUCCION ,62261.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=62261.00.1,CPC,SERVICIOS COMERCIALES  AL  POR MENOR DE MATERIALES DE CONSTRUCCION Y VIDRIO PLANO EN TIENDAS ESPECIALIZADAS
ocds-5wno2w-COTB-GPG-DA-003-19-31125,2927832-DS-SO,229000,DIÉSEL 2 INDUSTRIAL (Incluye su transportación),256893,52214,Galón (US),SERCOP,2.09198,USD,333400011,CPC,DIESEL,33340.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=33340.00.1,CPC," COMBUSTIBLES DE TIPO QUEROSENO PARA  AVIONES, Y DIESEL PARA  AUTOMOTORES"
ocds-5wno2w-COTB-IIGE-002-2019-278371,2882072-DS-SO,1,ADQUISICIÓN DE UN SISTEMA CONTRA INCENDIOS PARA EL EDIFICIO DE PROPIEDAD DEL IIGE UBICADO EN MONTESERRIN,250339,436,Unidad,SERCOP,102678.0,USD,439230318,CPC,SISTEMAS Y EQUIPOS CONTRA INCENDIOS; REPUESTOS Y ACCESORIOS,43923.03.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=43923.03.1,CPC,"APARATOS PARA PROYECTAR O DISPERSAR LIQUIDOS O POLVOS: APARATOS PARA PINTAR ELECTROSTATICOS, ASPERSORES PARA INCENDIOS, DESCORTESADORAS POR CHORRO DE AGUA, DISPOSITIVOS PARA LAVAR PARABRISAS DE VEHICULOS, ROBOT DISENADOS PARA ROSEAR LIQUIDOS O POLVOS."
ocds-5wno2w-COTB-MTOP-2019-001-21381,2847995-DS-SO,1,ADQUISICION DE MEZCLA ASFALTICA PARA LA RED VIAL ESTATAL EN LA PROVINCIA DE LOS RIOS,245028,436,Unidad,SERCOP,96220.22,USD,120100013,CPC,MEZCLA ASFALTICA EN CALIENTE INCLUIDO ADITIVO DE ADHERENCIA,12010.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=12010.00.1,CPC,"ACEITES DE PETROLEO Y ACEITES OBTENIDOS DE MINERALES BITUMINOSOS, CRUDOS: ACEITES OBTENIDOS DE ROCAS CALCAREAS, DE ARENAS BITUMINOSAS, ETC."
ocds-5wno2w-COTB-MTOP-2019-002-21381,2936855-DS-SO,1,ADQUISICIÓN DE PINTURA DE TRÁFICO ACRÍLICA Y MICROESFERAS DE VIDRIO PARA DIRECCIÓN DISTRITAL DE LOS RÍOS DEL MINISTERIO DE TRANSPORTE Y OBRAS PÚBLICAS,258082,436,Unidad,SERCOP,89285.7,USD,3511001123,CPC,PINTURA PARA DEMARCACIóN VIAL BASE SOLVENTE COLOR BLANCO TIPO DE RESINA ACRILICO,35110.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=35110.01.1,CPC,"PINTURAS Y BARNICES (INCLUSO ESMALTES Y LACAS) BASADOS EN POLIMEROS SINTETICOS O POLIMEROS NATURALES QUIMICAMENTE MODIFICADOS, DISPERSOS O DISUELTOS EN UN MEDIO NO ACUOSO; PINTURAS ANTICORROSIVAS, PLASTICOS EN DISOLVENTES ORGANICOS VOLATILES,PINTURAS CONT"
ocds-5wno2w-COTBS-001-EMOV-2019-315805,2871167-DS-SO,1,GASOLINA,248796,436,Unidad,SERCOP,103800.0,USD,333100011,CPC,GASOLINA,33310.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=33310.00.1,CPC,GASOLINA PARA AUTOMOTORES
ocds-5wno2w-COTBS-001-GPM-2019-2609,2881757-DS-SO,1,GASOLINA,250268,436,Unidad,SERCOP,318958.196,USD,333100011,CPC,GASOLINA,33310.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=33310.00.1,CPC,GASOLINA PARA AUTOMOTORES
ocds-5wno2w-COTBS-001-SZP-2019-84687,2764593-DS-SO,1,GASOLINA EXTRA,230620,436,Unidad,SERCOP,89585.88,USD,333100013,CPC,GASOLINA EXTRA,33310.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=33310.00.1,CPC,GASOLINA PARA AUTOMOTORES
ocds-5wno2w-COTBS-001-SZ-SE-2019-179014,2765196-DS-SO,1,GASOLINA,230718,436,Unidad,SERCOP,133000.07,USD,333100011,CPC,GASOLINA,33310.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=33310.00.1,CPC,GASOLINA PARA AUTOMOTORES
ocds-5wno2w-COTBS-001-SZT18-2019-98040,2765974-DS-SO,1,GASOLINA,230867,436,Unidad,SERCOP,182845.34,USD,333100011,CPC,GASOLINA,33310.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=33310.00.1,CPC,GASOLINA PARA AUTOMOTORES
ocds-5wno2w-COTBS-002-S.S.-2019-72693,2790397-DS-SO,1,REMESAS ALIMENTICIAS MEDIANTE RECIBOS DE CONSUMO SEMANALES PARA EL CSAAM Y CETAD.,235305,436,Unidad,SERCOP,121500.0,USD,621110011,CPC,"SERVICIOS COMERCIALES AL POR MENOR DE GRANOS, SEMILLAS Y FRUTAS OLEAGINOSAS, SEMILLAS Y FORRAJES (ALIMENTO PARA ANIMALES) EN TIENDAS NO ESPECIALIZADAS",62111.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=62111.00.1,CPC,"SERVICIOS COMERCIALES AL POR MENOR DE GRANOS, SEMILLAS Y FRUTAS OLEAGINOSAS, SEMILLAS Y FORRAJES (ALIMENTO PARA ANIMALES) EN TIENDAS NO ESPECIALIZADAS"
ocds-5wno2w-COTBS-002-SZT18-2019-98040,2772440-DS-SO,1,SERVICIOS DE MANTENIMIENTO DE MOTOCICLETAS ,232181,436,Unidad,SERCOP,210877.68,USD,871420012,CPC,SERVICIOS DE MANTENIMIENTO DE MOTOCICLETAS ,87142.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=87142.00.1,CPC,SERVICIOS DE MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y DE REPARACION DE LA CARROCERIA DE LA MOTOCICLETA
ocds-5wno2w-COTBS-003-SZP-2019-84687,2791898-DS-SO,1,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",235621,436,Unidad,SERCOP,79109.74,USD,871410011,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",87141.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=87141.00.1,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA"
ocds-5wno2w-COTBS-003-SZ-SE-2019-179014,2767699-DS-SO,1,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",231197,436,Unidad,SERCOP,312500.0,USD,871410011,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",87141.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=87141.00.1,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA"
ocds-5wno2w-COTBS-004-SZ-SE-2019-179014,2778754-DS-SO,1,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",233455,436,Unidad,SERCOP,133928.57,USD,871410011,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",87141.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=87141.00.1,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA"
ocds-5wno2w-COTBS-005-SZ-SE-2019-179014,2790836-DS-SO,1,SERVICIOS DE MANTENIMIENTO DE MOTOCICLETAS ,235392,436,Unidad,SERCOP,158000.0,USD,871420012,CPC,SERVICIOS DE MANTENIMIENTO DE MOTOCICLETAS ,87142.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=87142.00.1,CPC,SERVICIOS DE MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y DE REPARACION DE LA CARROCERIA DE LA MOTOCICLETA
ocds-5wno2w-COTBS-006-SZ-SE-2019-179014,2789558-DS-SO,1,REPARACION Y MANTENIMIENTO DE AIRE ACONDICIONADO,235189,436,Unidad,SERCOP,73000.0,USD,859901911,CPC,REPARACION Y MANTENIMIENTO DE AIRE ACONDICIONADO,85990.19.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=85990.19.1,CPC,SERVICIOS DE REPARACION Y MANTENIMIENTO DE AIRE ACONDICIONADO
ocds-5wno2w-COTBS-01-GADMCP-2019-2786,2868279-DS-SO,1,ALQUILER DE EQUIPO CAMINERO,248438,436,Unidad,SERCOP,385195.2,USD,548000014,CPC,ALQUILER DE EQUIPO CAMINERO,54800.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=54800.00.1,CPC,SERVICIOS DE ALQUILER DE EQUIPO  CON O SIN OPCION DE COMPRA  DE EQUIPOS PARA LA CONSTRUCCION  O DEMOLICION DE EDIFICIOS PARA TRABAJOS DE INGENIERIA CIVIL  CON OPERARIOS Y SERVICIOS OPERATIVOS PROPORCIONADOS POR LOS MISMOS
ocds-5wno2w-COTBS-02-EMOV-2019-315805,2942075-DS-SO,1,"CAMIONES GRUAS, CARRO GRUA Y ELEBADORES REMOLCABLES",258694,436,Unidad,SERCOP,391713.84,USD,491150011,CPC,"CAMIONES GRUAS, CARRO GRUA Y ELEBADORES REMOLCABLES",49115.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=49115.00.1,CPC,"CAMIONES GRUAS, CARRO GRUA Y ELEBADORES REMOLCABLES"
ocds-5wno2w-COTBS-03-SZT19-2019-98040,2782131-DS-SO,1,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",233994,436,Unidad,SERCOP,267661.9,USD,871410011,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",87141.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=87141.00.1,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA"
ocds-5wno2w-COTBS-0520054-5-2019-179752,2782522-DS-SO,1,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",234101,436,Unidad,SERCOP,130000.0,USD,871410011,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",87141.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=87141.00.1,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA"
ocds-5wno2w-COTBS-0520054-7-2019-179752,2790989-DS-SO,1,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",235448,436,Unidad,SERCOP,128000.0,USD,871410011,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",87141.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=87141.00.1,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA"
ocds-5wno2w-COTBS-2019-01-GIR-Z8-179419,2787771-DS-SO,1,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",234907,436,Unidad,SERCOP,134559.34,USD,871410011,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA",87141.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=87141.00.1,CPC,"SERVICIOS DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR. ESTOS SERVICIOS PUEDEN INCLUIR LA REVISION DEL MOTOR, LA PUESTA A PUNTO DEL MOTOR, EL AJUSTE Y LA REPARACION DEL CARBURADOR, EL AJUSTE Y LA REPARACION DE LOS ELEMENTOS DE LA DIRECCION, LA REPA"
