ocid,id,quantity,description,unit_name,unit_scheme,unit_amount,unit_currency,classification_id,classification_scheme
ocds-5wno2w-CDC-GADMLT-001-2019-2670,2982119-DS-SO,1,SERVICIOS DE URBANISMO Y PLANIFICACION,Unidad,SERCOP,70986.86,USD,832210117,CPC
ocds-5wno2w-CDC-GADMM-002-2019-21655,2950126-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",Unidad,SERCOP,30000.0,USD,839900011,CPC
ocds-5wno2w-RE-CEE-023-2019-2504,2960465-DS-SO,1,OTROS ACCESORIOS,Unidad,SERCOP,29999.85,USD,491290517,CPC
ocds-5wno2w-CDC-GADMM-01-2019-20092,2775953-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA  PUENTES,Unidad,SERCOP,70000.0,USD,833420112,CPC
ocds-5wno2w-CDC-GADMM-03-2019-20092,2848070-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,70000.0,USD,831110911,CPC
ocds-5wno2w-CDC-GADMM-04-2019-20092,2879373-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,57673.66,USD,839900111,CPC
ocds-5wno2w-CDC-GADMM-05-19-20092,2949985-DS-SO,1,SERVICIOS DE ASESORAMIENTO ADMINISTRATIVO,Unidad,SERCOP,68500.0,USD,715510061,CPC
ocds-5wno2w-CDC_GADMM_05_2019-80841,2965919-DS-SO,1,"SERVICIO DE CONSULTORIA DE CATASTRO DE REDES DE ALCANTARILLADO, POZOS DE REVISIÓN, SUMIDEROS, ETC",Unidad,SERCOP,53501.08,USD,831390051,CPC
ocds-5wno2w-CDC-GADMM-07-2019-20092,2951475-DS-SO,1,SERVICIOS DE CONSULTORÍA EN DISEÑO DE CURSOS EN ENSEÑANZA Y EDUCACION,Unidad,SERCOP,36000.0,USD,9290000134,CPC
ocds-5wno2w-CDC-GADMM-08-2019-20092,2968041-DS-SO,1,CONSULTORIA EN SISTEMAS DE INDICADORES DE GESTION,Unidad,SERCOP,48999.95,USD,831110912,CPC
ocds-5wno2w-CDC-GADMMCH-02-2019-90689,2777350-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,32500.0,USD,831110911,CPC
ocds-5wno2w-CDC-GADMM-P-02-2019-28990,2972989-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,26318.0,USD,831110911,CPC
ocds-5wno2w-CDC-GADMM-P-R-2-019-28990,2972103-DS-SO,1,"SERVICIOS DE ELABORACION DE PROGRAMAS RELATIVOS AL TERRITORIO, SELECCION, CONTROL Y APROVECHAMIENTO DE SOLARES, REDES VIALES, Y DE ATENCION AL TERRENO CON OBJETO DE URBANIZARLO Y MANTENERLO DE FORMA SISTEMATICA Y COORDINADA COMO LOS ESTUDIOS DE VIABILIDAD",Unidad,SERCOP,26268.0,USD,832210011,CPC
ocds-5wno2w-CDC-GADMM-TH-02-2019-80841,2942891-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,14200.0,USD,831110911,CPC
ocds-5wno2w-CDC-GADMT-017-2019-66951,2964975-DS-SO,1,SERVICIOS DE CONSULTORIA PARA OBRAS DE AGUA POTABLE Y SANEAMIENTIO,Unidad,SERCOP,17857.14,USD,8313100124,CPC
ocds-5wno2w-CDC-GADMN-001-2019-30549,2905324-DS-SO,1,"DEFENSA DE UN CASO ANTE ORGANOS AUTORIZADOS DISTINTOS DE LOS TRIBUNALES SERVICIOS DE ASESORAMIENTO Y REPRESENTACION JURIDICOS EN PROCEDIMIENTOS  ADMINISTRATIVOS DE TRIBUNALES, JUNTAS, ETC.   NO JUDICIALES",Unidad,SERCOP,6250.0,USD,821200111,CPC
ocds-5wno2w-CDC-GADMN-CP002-2019-76661,2940181-DS-SO,1,SERVICIOS DE CONSULTORIA PARA SISTEMAS ELECTRICOS DE DISTRIBUCION,Unidad,SERCOP,24907.5,USD,831390121,CPC
ocds-5wno2w-CDC-GADMO-002-2019-26427,2766763-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,16690.0,USD,839900111,CPC
ocds-5wno2w-CDC-GADM-OM-002-2019-59165,2871286-DS-SO,1," SERVICIOS DE ASISTENCIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LA GESTION DE LOS RECURSOS HUMANOS DE UNA ORGANIZACION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE RECURSOS HUMANOS PUEDEN INCLUIR LA ACTIVIDAD DE  AUDITORIA DE LA FUNCION ",Unidad,SERCOP,53000.0,USD,831130011,CPC
ocds-5wno2w-CDC-GADMP-0002a-2019-91630,2801959-DS-SO,1,SERVICIOS DE CONSULTORIA DE TRABAJOS EN LINEAS ENERGIZADAS DE ALTA TENSION,Unidad,SERCOP,11220.0,USD,831390122,CPC
ocds-5wno2w-CDC-GADMP-0003-2019-91630,2962481-DS-SO,1,SERVICIOS DE ASESORAMIENTO Y  PREDISENO ARQUITECTONICOS COMO LA REALIZACION DE ESTUDIOS PRELIMINARES SOBRE LA CONCEPCION DEL EMPLAZAMIENTO DESTINO DE LA CONSTRUCCION CONDICIONES CLIMATICAS Y AMBIENTALES REQUISITOS DERIVADOS DE SU PROGRAMACION LIMITACIONES,Unidad,SERCOP,9820.0,USD,832110111,CPC
ocds-5wno2w-CDC_GADMP_002_2019-51620,2795136-DS-SO,1,SERVICIOS DE CONSULTORIA PARA OBRAS DE AGUA POTABLE Y SANEAMIENTIO,Unidad,SERCOP,20043.32,USD,8313100124,CPC
ocds-5wno2w-CDC-GADMP-003-2019-2795,2780967-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,9900.0,USD,831310013,CPC
ocds-5wno2w-CDC_GADMP_003_2019-51620,2807883-DS-SO,1,SERVICIOS DE CONSULTORIA PARA SISTEMAS ELECTRICOS DE POTENCIA MAYORES A 69 KV,Unidad,SERCOP,2000.0,USD,831390111,CPC
ocds-5wno2w-CDC-GADMP-004-2019-2795,2804151-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,11521.7,USD,839900111,CPC
ocds-5wno2w-CDC-GADMP-005-2019-2795,2862669-DS-SO,1,SERVICIOS DE CONSULTORIA GEOTECNICOS,Unidad,SERCOP,7400.0,USD,835100018,CPC
ocds-5wno2w-CDC_GADMP_005_2019-51620,2910625-DS-SO,1,SERVICIOS DE GESTION DE PROYECTOS RELACIONADOS CON LA CONSTRUCCION DE OBRAS DE INGENIERIA CIVIL DE INSTALACIONES DE ESPARCIMIENTO AL AIRE LIBRE,Unidad,SERCOP,61717.18,USD,833220513,CPC
ocds-5wno2w-CDC-GADPE-006-2019-32109,2867914-DS-SO,1,SERVICIOS DE CONSULTORIA LOGISTICA,Unidad,SERCOP,33800.0,USD,831190011,CPC
ocds-5wno2w-CDC-GADPE-007-2019-32109,2904174-DS-SO,1,"SERVICIOS DE ASISTENCIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LA GESTION DE LOS RECURSOS HUMANOS DE UNA ORGANIZACION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE RECURSOS HUMANOS PUEDEN INCLUIR LA ACTIVIDAD DE PERFECCIONAMIENTO DE LOS R",Unidad,SERCOP,40400.0,USD,831130111,CPC
ocds-5wno2w-CDC-GADPE-009-2019-32109,2943626-DS-SO,1,SERVICIOS DE DESARROLLO DE SOFWARE Y HARDWARE PARA EQUIPOS AUTOMATIZADOS DE CONTROL DE ACCESO,Unidad,SERCOP,19642.86,USD,831490012,CPC
ocds-5wno2w-CDC-GADPE-01-2019-32109,2767445-DS-SO,1,"SERVICIOS DE INVESTIGACION Y DESARROLLO EXPERIMENTAL RELACIONADOS CON TECNICAS AGRICOLAS, FRUTICULTURA, SILVICULTURA, CRIA DE ANIMALES, PESCA, ETC.",Unidad,SERCOP,10446.42,USD,811400011,CPC
ocds-5wno2w-CDC-GADPE-08-25019-32109,2962882-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA CARRETERAS,Unidad,SERCOP,45000.0,USD,833420012,CPC
ocds-5wno2w-CDC-GADPE-10-2019-32109,2940117-DS-SO,1,"SERVICIOS ADMINISTRATIVOS PRESTADOS POR OFICINAS, DEPARTAMENTOS Y PROGRAMAS RELACIONADOS CON LA PROSPECCION, EXPLOTACION, CONSERVACION, COMERCIALIZACION Y OTROS ASPECTOS DE LA PRODUCCION MINERAL, INCLUIDA LA ELABORACION Y SUPERVISION DE NORMATIVAS PARA LA",Unidad,SERCOP,25000.0,USD,911330011,CPC
ocds-5wno2w-CDC-GADPEA-2019-113196,2885467-DS-SO,1,SERVICIOS DE CONSULTORIA LOGISTICA,Unidad,SERCOP,17624.01,USD,831190011,CPC
ocds-5wno2w-CDC-GADPEL-006-2019-127716,2977940-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA INSTALACIONES DE ESPARCIMIENTO AL AIRE LIBRE,Unidad,SERCOP,3777.78,USD,833420513,CPC
ocds-5wno2w-CDC-GADPEO-01-2019-17250,2909596-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,45000.0,USD,831110911,CPC
ocds-5wno2w-CDC-GADPEO-02-2019-17250,2910713-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LA AUDITORIA DE GE,Unidad,SERCOP,18621.0,USD,831110611,CPC
ocds-5wno2w-CDC-GADPEO-03-2019-17250,2942735-DS-SO,1,ESTUDIOS GEOTECNICO,Unidad,SERCOP,8679.36,USD,835100022,CPC
ocds-5wno2w-CDC-GADPEO-04-2019-17250,2944477-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LA AUDITORIA DE GE,Unidad,SERCOP,26785.71,USD,831110611,CPC
ocds-5wno2w-CDC-GADPEO-05-2019-17250,2946531-DS-SO,1,"SERVICIOS DE ASISTENCIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LA GESTION DE LOS RECURSOS HUMANOS DE UNA ORGANIZACION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE RECURSOS HUMANOS PUEDEN INCLUIR LA ACTIVIDAD DE PERFECCIONAMIENTO DE LOS R",Unidad,SERCOP,71000.0,USD,831130111,CPC
ocds-5wno2w-CDC-GADPEO-06-2019-17250,2959361-DS-SO,1,SERVICIOS DE ENSAYO Y ANALISIS DE LAS PROPIEDADES QUIMICAS Y BIOLOGICAS DEL AGUA,Unidad,SERCOP,29126.0,USD,835610013,CPC
ocds-5wno2w-CDC-GADPFU_02-2019-126151,2942562-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,3000.0,USD,839900111,CPC
ocds-5wno2w-CDC-GADPEO-08-2019-17250,2975916-DS-SO,1,SERVICIOS DE ENSAYO Y ANALISIS DE LAS PROPIEDADES QUIMICAS Y BIOLOGICAS DE LOS SUELOS,Unidad,SERCOP,28054.47,USD,835610017,CPC
ocds-5wno2w-CDC-GADPEO-10-2019-17250,2978477-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,13392.86,USD,831110911,CPC
ocds-5wno2w-CDC-GADPEO-Q-01-2019-17250,2772751-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA CARRETERAS,Unidad,SERCOP,62450.0,USD,833420012,CPC
ocds-5wno2w-CDC-GADPEO-Q-02-2019-17250,2772981-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA CARRETERAS,Unidad,SERCOP,47142.78,USD,833420012,CPC
ocds-5wno2w-CDC-GADPEO-Q-03-2019-17250,2773361-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA CARRETERAS,Unidad,SERCOP,64968.75,USD,833420012,CPC
ocds-5wno2w-CDC-GADPEO-Q-05-2019-17250,2774861-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA CARRETERAS,Unidad,SERCOP,49500.0,USD,833420012,CPC
ocds-5wno2w-CDC-GADPEO-Q-06-2019-17250,2775358-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA CARRETERAS,Unidad,SERCOP,43312.5,USD,833420012,CPC
ocds-5wno2w-CDC-GADPEO-Q-07-2019-17250,2784712-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA CARRETERAS,Unidad,SERCOP,30300.0,USD,833420012,CPC
ocds-5wno2w-CDC-GADPEO-Q-08-2019-17250,2807227-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,28690.86,USD,839900114,CPC
ocds-5wno2w-CDC-GADPEV-001-2019-125720,2831931-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,3426.61,USD,839900114,CPC
ocds-5wno2w-CDC-GADPEV-003-2019-125720,2951874-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA CARRETERAS,Unidad,SERCOP,7321.43,USD,833420012,CPC
ocds-5wno2w-CDC-GADPEV-004-2019-125720,2965737-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA CARRETERAS,Unidad,SERCOP,13230.0,USD,833420012,CPC
ocds-5wno2w-CDC-GADPFC-01A-2019-110840,2764995-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,4238.6,USD,839900111,CPC
ocds-5wno2w-CDC-GADPFG-002-2019.-110960,2790543-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,692.0,USD,839900111,CPC
ocds-5wno2w-CDC-GADPFU_03-2019-126151,2973592-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,8000.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPG-001-2019-129804,2882808-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,13110.61,USD,831110212,CPC
ocds-5wno2w-CDC-GADPG-001-2019-R-104726,2968237-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,18000.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPG-2019-001-110911,2885072-DS-SO,1,CONSULTORIA EN ESTRUCTURA ORGANIZACIONAL EMPRESARIAL,Unidad,SERCOP,2500.0,USD,831110922,CPC
ocds-5wno2w-CDC-GADPG-2019-01-99364,2777948-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,1240.0,USD,839900114,CPC
ocds-5wno2w-CDC-GADPG-2019-02-99364,2804818-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,1512.0,USD,839900111,CPC
ocds-5wno2w-CDC-GADP-GM-004-2019-232585,2967951-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,21000.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPGM-01-2019-117095,2794979-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,3514.12,USD,839900111,CPC
ocds-5wno2w-CDC-GADPHV-001-2019-97688,2797940-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,4000.0,USD,839900111,CPC
ocds-5wno2w-CDC-GADPHV-01-2019-97688,2961004-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,17857.14,USD,831110211,CPC
ocds-5wno2w-CDC-GADPI-0001-2019.-124523,2969119-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,17857.14,USD,831110212,CPC
ocds-5wno2w-CDC-GADPI-001-2019-153045,2915263-DS-SO,1,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,Unidad,SERCOP,15000.0,USD,831110121,CPC
ocds-5wno2w-CDC-GADPIDB-001-2019-111863,2768329-DS-SO,1,SERVICIOS DE ASESORAMIENTO EN ADMINISTRACION FINANCIERA,Unidad,SERCOP,15000.0,USD,715510051,CPC
ocds-5wno2w-CDC-GADPJ-001-2019-114772,2798589-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,1850.0,USD,839900114,CPC
ocds-5wno2w-CDC-GADPJ-002-2019.-114772,2970477-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,13860.0,USD,831110212,CPC
ocds-5wno2w-CDC-GADPJVP-003-2019-136828,2786548-DS-SO,1,CALCULO ESTRUCTURAL PARA PROYECTOS DE INGENIERIA CIVIL,Unidad,SERCOP,1339.28,USD,833490031,CPC
ocds-5wno2w-CDC-GADPL-0001-2019-141747,2896922-DS-SO,1,SERVICIOS DE URBANISMO Y PLANIFICACION,Unidad,SERCOP,19000.0,USD,832210117,CPC
ocds-5wno2w-CDC-GADPLA-004-2019-133242,2820317-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,6970.67,USD,831110212,CPC
ocds-5wno2w-CDC-GADPLA-2019-001-95564,2946253-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,20000.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPLCV-01-2019-230403,2799243-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,2000.0,USD,839900114,CPC
ocds-5wno2w-CDC-GADPLCV-02-2019-230403,2897458-DS-SO,1,SERVICIOS DE DISEÑO DE INGENIERÍA DE INSTALACIONES  ,Unidad,SERCOP,350.0,USD,833930115,CPC
ocds-5wno2w-CDC-GADPLCV-05-2019-230403,2922008-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,16550.4,USD,831110212,CPC
ocds-5wno2w-CDC_GADPLI_01-2019-125986,2915726-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,15000.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPLU-02-2019-113149,2770894-DS-SO,1,SERVICIOS DE CONSULTORÍA EN ENSEÑANZA,Unidad,SERCOP,18035.71,USD,9290000132,CPC
ocds-5wno2w-CDC-GADPLU-03-2019-113149,2890962-DS-SO,1,CAPACITACION AMBIENTAL,Unidad,SERCOP,8900.0,USD,9290000115,CPC
ocds-5wno2w-CDC_GADPM-001-2019-130564,2892224-DS-SO,1,SERVICIOS DE CONSULTORIA PARA SISTEMAS ELECTRICOS DE DISTRIBUCION,Unidad,SERCOP,4450.0,USD,831390121,CPC
ocds-5wno2w-CDC-GADPM-001-2019-252463,2775733-DS-SO,1,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,Unidad,SERCOP,17500.0,USD,831110121,CPC
ocds-5wno2w-CDC-GADP-M-001-2019-95974,2963281-DS-SO,1,CONSULTORIA EN SISTEMAS DE INDICADORES DE GESTION,Unidad,SERCOP,22000.0,USD,831110912,CPC
ocds-5wno2w-CDC_GADPM_002_2019-114082,2946993-DS-SO,1,SERVICIOS DE ASISTENCIA DE ASESORAMIENTO ORIENTACION Y OPERACIONALES RELATIVOS A METODOS PARA MEJORAR LA PRODUCTIVIDAD  REDUCIR LOS GASTOS DE PRODUCCION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE PRODUCCION PUEDEN INCLUIR UNA O MAS DE LAS SIGUIENTES ACTI,Unidad,SERCOP,22180.0,USD,831150011,CPC
ocds-5wno2w-CDC-GADPM-002-2019-142291,2892743-DS-SO,1,SERVICIOS DE CONSULTORÍA EN ENSEÑANZA,Unidad,SERCOP,8928.57,USD,9290000132,CPC
ocds-5wno2w-CDC-GADPM-003-2019-114082,2962310-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,2218.0,USD,839900114,CPC
ocds-5wno2w-CDC-GADPM-2019-002-252463,2881576-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,25000.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPM-2019-003-252463,2942705-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,8000.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPM-2019-004-252463,2970340-DS-SO,1,ESTUDIOS Y PROPUESTA DE PROYECTOS DE DESARROLLO SOCIAL,Unidad,SERCOP,25000.0,USD,911490012,CPC
ocds-5wno2w-CDC-GADPM-2019-01-116950,2950705-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,15500.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADPMEM-001-2019-142291,2814580-DS-SO,1,SERVICIOS DE CONSULTORÍA EN ENSEÑANZA,Unidad,SERCOP,8000.0,USD,9290000132,CPC
ocds-5wno2w-CDC-GADPMS-002-2019-3262,2825963-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,Unidad,SERCOP,29460.5,USD,831110011,CPC
ocds-5wno2w-CDC-GADPN-03-2019-112325,2943249-DS-SO,1,SERVICIOS DE CONSULTORÍA EN ENSEÑANZA,Unidad,SERCOP,11175.63,USD,9290000132,CPC
ocds-5wno2w-CDC-GMCM-008-2019-2689,2935983-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,31250.0,USD,831110911,CPC
ocds-5wno2w-CDC-GADPMS-003-2019-3262,2818441-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,66964.29,USD,831310011,CPC
ocds-5wno2w-CDC-GADPMS-005-2019-3262,2832706-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,Unidad,SERCOP,28571.43,USD,831110011,CPC
ocds-5wno2w-CDC-GADPMS-006-2019-3262,2959406-DS-SO,1," SERVICIOS DE ASISTENCIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LA GESTION DE LOS RECURSOS HUMANOS DE UNA ORGANIZACION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE RECURSOS HUMANOS PUEDEN INCLUIR LA ACTIVIDAD DE  AUDITORIA DE LA FUNCION ",Unidad,SERCOP,60000.0,USD,831130011,CPC
ocds-5wno2w-CDC-GADPMS-007-2019-3262,2962871-DS-SO,1,ESTUDIO DE IMPACTO AMBIENTAL,Unidad,SERCOP,33820.0,USD,831310012,CPC
ocds-5wno2w-CDC-GADPMS-009-2019-3262,2972796-DS-SO,1,SISTEMA DE GESTIÓN AMBIENTAL Y VERIFICACIÓN,Unidad,SERCOP,8928.0,USD,8313100115,CPC
ocds-5wno2w-CDC-GADPMS-010-2019-3262,2982516-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",Unidad,SERCOP,44631.06,USD,839900011,CPC
ocds-5wno2w-CDC-GADPN-005-2019-58415,2877824-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA CARRETERAS,Unidad,SERCOP,14700.0,USD,833420012,CPC
ocds-5wno2w-CDC-GADPN-008-2019-58415,2904807-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,37300.0,USD,839900111,CPC
