procuringEntity_name,Sector,NF003,NF010,NF016,NF018,NF026,NF027,NF031,NF042,NF044,NF047,NF059,NF061,NF062,NF063,RF cases,Total cases,Total RF,Relacion contratos,Densidad RF
"EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES",Hidráulico,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
"EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO, MANEJO PLUVIAL Y DEPURACION DE RESIDUOS LIQUIDOS DEL CANTON MANTA",Hidráulico,1,0,0,3,0,0,0,3,0,2,0,0,3,0,4,4,12,1.0,3.0
EMPRESA PUBLICA MUNICIPAL DE ASEO DE CUENCA EMAC - EP,Limpieza,2,0,0,0,0,0,0,0,0,8,0,1,0,0,8,9,11,0.8888888888888888,1.375
EMPRESA PUBLICA MUNICIPAL DE ASEO DE MACHALA EMAM EP,Limpieza,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,8,1.0,1.0
EMPRESA PUBLICA MUNICIPAL DE FAENAMIENTO Y PRODUCTOS CARNICOS DE IBARRA,Agricultura y Ganaderia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,2,0.6666666666666666,1.0
EMPRESA PUBLICA MUNICIPAL DE HABITAT Y VIVIENDA DE RUMIÑAHUI,Construccion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA MUNICIPAL DE MERCADOS Y CAMALES,Comercio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
"EMPRESA PUBLICA MUNICIPAL DE TERMINALES TERRESTRES, PARQUE INDUSTRIAL Y DESARROLLO LOCAL PUERTO SECO Y ZONA ROSA EP.",Transporte,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
EMPRESA PUBLICA MUNICIPAL DE TRANSFORMACION Y COMERCIALIZACION DE PRODUCTOS TIERRAS ALTAS,Comercio,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,15,7,0.4666666666666667,1.0
EMPRESA PUBLICA MUNICIPAL DE TRANSITO TRANSPORTE TERRESTRE FLUVIAL MARITIMO SEGURIDAD VIAL TERMINAL TERRESTRE Y MOVILIDAD DE SANTA ROSA - EMOVTT SR,Transporte,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
"EMPRESA PUBLICA MUNICIPAL DE TRANSITO Y MOVILIDAD DE GUAYAQUIL, E.P.",Transporte,1,0,0,0,0,0,0,14,0,8,0,0,0,1,16,32,23,0.5,1.4375
"EMPRESA PUBLICA MUNICIPAL DE TRANSPORTE TERRESTRE, TRANSITO Y SEGURIDAD VIAL DEL CANTON PORTOVIEJO EP, PORTOVIAL EP",Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
"EMPRESA PUBLICA MUNICIPAL DE TRANSPORTE TERRESTRE,,TRANSITO SEGURIDAD VIAL Y TERMINAL TERRESTRE DEL CANTON QUEVEDO",Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA MUNICIPAL DE TURISMO COLTA LINDO Y MILENARIO TOURING,Turismo,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,13,5,0.38461538461538464,1.0
EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE ASEO INTEGRAL DE LOS CANTONES DE CAÑAR BIBLIAN SUSCAL Y EL TAMBO,Limpieza,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,4,4,0.75,1.3333333333333333
EMPRESA PUBLICA MUNICIPAL PARA LA GESTION INTEGRAL DE LOS DESECHOS SOLIDOS DEL CANTON AMBATO,Limpieza,0,0,0,0,0,0,0,2,0,8,0,0,0,0,9,11,10,0.8181818181818182,1.1111111111111112
EMPRESA PUBLICA MUNICIPAL REGISTRO DE LA PROPIEDAD DE GUAYAQUIL,Administrativo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA MUNICIPAL REGISTRO DE LA PROPIEDAD DEL CANTON SANTO DOMINGO,Administrativo,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,3,1.0,1.5
EMPRESA PUBLICA MUNICIPAL TERMINAL TERRESTRE DE MACHALA EP,Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
"EMPRESA PUBLICA TAME LINEA AEREA DEL ECUADOR TAME EP ""EN LIQUIDACIÓN""",Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
"EMPRESA PÙBLICA MUNICIPAL DE AGUA POTABLE, Y ALCANTARILLADO, SANEAMIENTO AMBIENTAL, OBRAS Y SERVICIOS PARA EL CANTON QUININDE EMAPASOSQ-EP",Hidráulico,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,4,1.0,2.0
EMPRESA PÚBLICA CENTROS DE ENTRENAMIENTO PARA EL ALTO RENDIMIENTO-CEAR EP EN LIQUIDACIÓN,Educacion,0,0,0,0,0,6,0,5,2,12,0,0,5,0,12,14,30,0.8571428571428571,2.5
EMPRESA PÚBLICA DE ADMINISTRACIÓN Y GESTIÓN DE SERVICIOS Y PRODUCTOS DE PROYECTOS DE INVESTIGACIÓN DE LA ESCUELA POLITÉCNICA NACIONAL,Servicios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
EMPRESA PÚBLICA DE ASEO Y GESTIÓN AMBIENTAL DEL CANTÓN LATACUNGA EPAGAL,Limpieza,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PÚBLICA DE LA UNIVERSIDAD DE CUENCA - UCUENCA EP,Servicios,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,6,4,0.6666666666666666,1.0
EMPRESA PÚBLICA METROPOLITANA METRO DE QUITO,Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PÚBLICA MUNICIPAL EN MANCOMUNIDAD PARA  LA RECOLECCIÓN  Y PROCESAMIENTO  DE  DESECHOS  SOLIDOS,Limpieza,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,10,3,0.3,1.0
"EMPRESA PÚBLICA MUNICIPAL MANCOMUNADA DE AGUA POTABLE, ALCANTARILLADO SANITARIO Y PLUVIAL Y DEPURACION Y APROVECHAMIENTO DE AGUAS RESIDUALES SANEAMIENTO AGUAPEN-EP",Hidráulico,0,0,0,0,0,0,0,7,0,7,0,0,0,0,14,35,14,0.4,1.0
"EMPRESA PÚBLICA MUNICIPAL PARA LA GESTION DE LA INNOVACION Y LA COMPETITIVIDAD, EP",Comercio,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,1.0,3.0
"EMPRESA PÚBLICA MUNICIPAL TERMINAL TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL DEL CANTÓN BABAHOYO",Transporte,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,3,1.0,1.5
EMPRESA PÚBLICA PROVINCIAL SANTO DOMINGO CONSTRUYE EP,Construccion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
"EMPRESA TURISTICA DE PICHINCHA MITAD DEL MUNDO ""EP""",Turismo,1,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,5,1.0,1.25
EMPRESA PUBLICA MUNICIPAL DE SERVICIOS DE RASTRO Y PLAZAS DEGANADO,Servicios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMSAAIRPORT SERVICES CEM,Servicios,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,2,0.3333333333333333,2.0
EOD DISTRITO METROPOLITANO DE QUITO,Administrativo,3,0,0,1,2,0,0,1,0,1,0,0,3,0,3,3,11,1.0,3.6666666666666665
ESCUELA DE FORMACION DE POLICIAS CBOS. JOSE LUIS MEJIA SOLORZANO,Educacion,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,1,0.16666666666666666,1.0
ESCUELA DEL ESTADO MAYOR,Educacion,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,4,1.0,4.0
ESCUELA SUPERIOR MIL,Educacion,0,0,0,0,0,0,0,1,0,23,0,0,0,0,24,37,24,0.6486486486486487,1.0
ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,Educacion,0,0,0,1,0,0,0,3,0,12,0,0,1,0,12,12,17,1.0,1.4166666666666667
ESTACION EXPERIMENTAL LITORAL SUR,Investigacion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
ESTACION EXPERIMENTAL TROPICAL PICHILINGUE,Investigacion,0,0,0,0,0,0,0,1,0,6,0,0,0,0,6,6,7,1.0,1.1666666666666667
ESTACION NAVAL CENTRO,Defensa Nacional,0,0,0,0,0,0,0,9,0,9,0,0,0,0,14,89,18,0.15730337078651685,1.2857142857142858
ESTACION NAVAL DE QUITO,Defensa Nacional,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,4,1.0,4.0
EXPLOCEN C.A.,Comercio,0,0,0,0,0,0,0,4,0,9,0,0,0,0,9,11,13,0.8181818181818182,1.4444444444444444
EDUCAR CON TERNURA,Educacion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA CUERPO DE BOMBEROS DE MILAGRO EP-CBM,Cuerpo de Bomberos,0,0,0,0,0,0,0,3,0,8,0,0,0,0,8,23,11,0.34782608695652173,1.375
EMPRESA PUBLICA METROPOLITANA DE MOVILIDAD Y OBRAS PUBLICAS,Transporte,1,0,0,0,0,1,0,3,1,4,0,0,0,0,6,6,10,1.0,1.6666666666666667
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE IBARRA,Hidráulico,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTÒN LAGO AGRIO,Hidráulico,0,0,0,0,0,0,0,17,0,12,0,0,0,0,29,64,29,0.453125,1.0
EMPRESA PUBLICA MUNICIPAL DEL REGISTRO DE LA PROPIEDAD DEL CANTÓN PORTOVIEJO EP,Administrativo,0,0,0,0,0,0,0,18,0,4,0,0,0,0,18,40,22,0.45,1.2222222222222223
EMPRESA PUBLICA VIAL DEL GOBIERNO AUTONOMO PROVINCIAL DE ORELLANA,Transporte,2,0,0,2,0,0,0,0,0,1,0,0,2,0,3,3,7,1.0,2.3333333333333335
"EMPRESA PUBLICA DE MANTENIMIENTO, INFRAESTRUCTURA, VIALIDAD, AMBIENTE Y MINERIA DE PAUTE-VIALMIN EP",Construccion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA DE VIALIDAD ZAMORA CHINCHIPE,Transporte,0,0,0,0,0,0,0,2,0,8,0,0,0,0,8,11,10,0.7272727272727273,1.25
EMPRESA PUBLICA DEL AGUA EPA EP,Hidráulico,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,6,1.0,1.0
EMPRESA PÚBLICA EMPRESA MUNICIPAL MERCADO MAYORISTA AMBATO,Comercio,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,13,6,0.38461538461538464,1.2
EMPRESA PÚBLICA METROPOLITANA DE AGUA POTABLE Y SANEAMIENTO,Hidráulico,1,0,0,5,1,4,0,4,1,8,0,0,0,4,11,12,24,0.9166666666666666,2.1818181818181817
EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,Limpieza,0,0,0,0,0,0,0,15,0,8,0,0,0,0,16,46,23,0.34782608695652173,1.4375
EMPRESA PÚBLICA METROPOLITANA DE SERVICIOS AEROPORTUARIOS Y GESTIÓN DE ZONAS FRANCAS Y REGÍMENES ESPECIALES,Aeroportuario,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,2,0.5,1.0
EMPRESA PÚBLICA MUNICIPAL MANCOMUNADA DE ASEO INTEGRAL DE LA CUENCA DEL JUBONES,Limpieza,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
"EMPRESA PÚBLICA MUNICIPAL DE TELECOMUNICACIONES, AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO DE CUENCA ETAPA EP",Hidráulico,1,0,0,0,0,0,0,4,0,6,0,0,0,0,10,12,11,0.8333333333333334,1.1
EMPRESA PÚBLICA MUNICIPAL DE TRÁNSITO Y MOVILIDAD DE DURÁN,Transporte,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1.0,2.0
EMPRESA PÚBLICA MUNICIPAL DE VIVIENDA DE LOJA VIVEM EP,Construccion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PÚBLICA DE AGUA POTABLE Y ALCANTARILLADO DEL CANTÓN ZAMORA EP EMAPAZ EP,Hidráulico,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,18,6,0.3333333333333333,1.0
EMPRESA PÚBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR,Hidrocarburos,10,0,0,6,0,3,0,8,0,30,0,4,6,5,37,42,67,0.8809523809523809,1.8108108108108107
EMPRESA PÚBLICA DE ÁRIDOS Y ASFALTOS DEL AZUAY,Construccion,2,0,0,1,0,0,0,0,0,5,0,0,1,0,5,6,9,0.8333333333333334,1.8
EMPRESA UNIVERSITARIA DE SALUD  EP EUS EP,Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
"ESCUELA SUPERIOR POLITECNICA AGROPECUARIA DE MANABI ""MANUEL FELIX LOPEZ""",Educacion,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL,Educacion,0,0,0,0,0,0,0,30,0,34,0,0,0,0,56,130,64,0.4307692307692308,1.1428571428571428
ESCUELA DE POLICIA JOSE L. A. ROSERO L.,Educacion,0,0,0,0,0,0,0,6,0,5,0,0,0,0,11,33,11,0.3333333333333333,1.0
FABRICAMOS ECUADOR FABREC EP,Comercio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FACULTAD DE CIENCIAS MEDICAS UCE,Educacion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FACULTAD DE INGENIERIA Y CIENCIAS APLICADAS,Educacion,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,8,2,0.25,1.0
FAE COMANDO GENERAL,Defensa Nacional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FEDERACION DE CENTROS AWA DEL ECUADOR FCAE,Educacion,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1.0,2.0
FEDERACION DEPORTIVA DE IMBABURA,Deporte,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,10,6,0.6,1.0
FEDERACION DEPORTIVA DEL GUAYAS,Deporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FEDERACION DEPORTIVA PROVINCIAL DE LOJA,Deporte,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,4,0.6666666666666666,1.0
FEDERACION DEPORTIVA PROVINCIAL DE LOS RIOS,Deporte,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,2,0.6666666666666666,1.0
FEDERACION DEPORTIVA PROVINCIAL DE SANTA ELENA,Deporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FEDERACION DEPORTIVA PROVINCIAL DE SANTO DOMINGO DE LOS TSACHILAS,Deporte,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,13,12,0.9230769230769231,1.0
FEDERACION DEPORTIVA PROVINCIAL DEL CAÑAR,Deporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FEDERACION ECUATORIANA DE ATLETISMO,Deporte,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,3,0.3333333333333333,3.0
FEDERACION ECUATORIANA DE LEVANTAMIENTO DE PESAS,Deporte,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,4,1.0,4.0
FEDERACION ECUATORIANA HOCKEY SOBRE CESPED,Deporte,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,27,6,0.2222222222222222,1.0
FEDERACION PROVINCIAL DE LIGAS BARRIALES Y PARROQUIALES DE MANABI,Deporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FEDERACIÓN DEPORTIVA DEL CARCHI,Deporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
FEDERACIÓN DEPORTIVA PROVINCIAL DE ORELLANA,Deporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FIDEICOMISO MERCANTIL FONDO AMBIENTAL PARA LA PROTECCION DE LAS CUENCAS  Y AGUA - FONAG,Comercio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FISCALIA DE BOLIVAR,Jurisdiccional,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,12,2,0.16666666666666666,1.0
FISCALIA DE IMBABURA,Jurisdiccional,0,0,0,0,0,0,0,6,0,2,0,0,0,0,6,10,8,0.6,1.3333333333333333
FISCALIA DE LOJA,Jurisdiccional,0,0,0,0,0,0,0,6,0,9,0,0,0,0,11,16,15,0.6875,1.3636363636363635
FISCALIA DE MANABI,Jurisdiccional,0,0,0,0,0,0,0,12,0,7,0,0,0,0,15,28,19,0.5357142857142857,1.2666666666666666
FISCALIA DE PASTAZA,Jurisdiccional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FISCALIA DE SANTA ELENA,Jurisdiccional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0.3333333333333333,1.0
FISCALIA DE SUCUMBIOS,Jurisdiccional,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,4,0.5714285714285714,1.0
FISCALIA DEL GUAYAS,Jurisdiccional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FISCALÍA DE TUNGURAHUA,Jurisdiccional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FUERTE MILITAR GUALAQUIZA,Defensa Nacional,0,0,0,0,0,0,0,15,0,11,0,0,0,0,22,40,26,0.55,1.1818181818181819
FUERZA TERRESTRE ,Defensa Nacional,0,0,0,0,0,1,0,8,0,14,0,0,0,0,20,51,23,0.39215686274509803,1.15
FUNDACION ASIRI,Bienestar Social,0,0,0,0,0,0,0,2,0,6,0,0,0,0,6,24,8,0.25,1.3333333333333333
FUNDACION CALASANZ,Bienestar Social,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,4,0.3333333333333333,1.0
FUNDACION MUNICIPAL DE LA MUJER Y EL NIÑO DE CUENCA,Bienestar Social,0,0,0,0,0,0,0,9,0,21,0,0,0,0,26,38,30,0.6842105263157895,1.1538461538461537
FUNDACIÓN MUNICIPAL BIENAL DE CUENCA,Bienestar Social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FACULTAD DE INGENIERIA QUIMICA,Educacion,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,4,0.8,1.0
"FACULTAD DE JURISPRUDENCIA, CIENCIAS POLÌTICAS Y SOCIALES UNIVERSIDAD CENTRAL",Educacion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FACULTAD DE MEDICINA VETERINARIA YZOOTECNIA-UNIVERSIDAD CENTRAL DEL ECUADOR,Educacion,0,0,0,0,0,0,0,1,0,12,0,0,0,0,12,13,13,0.9230769230769231,1.0833333333333333
FAEALA21,Defensa Nacional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FEDERACION DEPORTIVA DE MANABI,Deporte,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,2,1.0,1.0
FEDERACION ECUATORIANA DE DEPORTES PARA PERSONAS CON DISCAPACIDAD INTELECTUAL (FEDEDI),Deporte,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,3,0.2727272727272727,1.0
FISCALIA DE EL ORO,Jurisdiccional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0.3333333333333333,1.0
FISCALÍA GENERAL,Jurisdiccional,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,3,4,0.6666666666666666,2.0
FONDO ECUATORIANO POPULORUM PROGRESSIO,Administrativo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FUNDACION MUNICIPAL EL BARRANCO,Bienestar Social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FUNDACION MUNICIPAL DE TRANSPORTE MASIVO URBANO DE GUAYQUIL,Transporte,10,0,0,5,0,4,0,8,0,20,0,0,9,0,23,24,56,0.9583333333333334,2.4347826086956523
FUNDACION MUSEOS DE LA CIUDAD,Cultural,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
FUNDACION TERMINAL TERRESTRE DE GUAYAQUIL,Transporte,0,0,0,0,0,1,0,5,0,8,0,1,0,1,11,23,15,0.4782608695652174,1.3636363636363635
"G.A 7 ""CABO MINACHO""",Defensa Nacional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
GAD DE LA PROVINCIA DE MORONA SANTIAGO,GAD Provincial,0,0,0,0,0,0,0,2,0,6,0,0,0,0,6,7,8,0.8571428571428571,1.3333333333333333
GAD DEL DISTRITO METROPOLITANO DE QUITO,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GAD MUNICIPAL DE AZOGUES,GAD Municipal,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,5,1.0,1.0
GAD MUNICIPAL DE CHUNCHI,GAD Municipal,0,0,0,0,0,0,0,4,0,21,0,0,0,0,25,109,25,0.22935779816513763,1.0
GAD MUNICIPAL DE GUALAQUIZA,GAD Municipal,1,0,0,0,0,3,0,9,1,6,0,0,1,2,11,27,21,0.4074074074074074,1.9090909090909092
GAD MUNICIPAL DE LAS LAJAS,GAD Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GAD MUNICIPAL DE QUININDE,GAD Municipal,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0.75,1.0
GAD PARROQUIAL DE SANTA ROSA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GAD PROVINCIAL DE NAPO,GAD Provincial,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,4,7,1.0,1.75
GOBERNACION DE LA PROVINCIA DE LOJA,Gobernacion,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBERNACION DE MANABI,Gobernacion,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBERNACION PROVINCIA DE SANTA ELENA,Gobernacion,0,0,0,0,0,0,0,1,0,4,0,0,0,0,5,15,5,0.3333333333333333,1.0
GOBIERNO AUTONOMO DECENTRALIZADO PARROQUIAL RURAL QUISAPINCHA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO  PARROQUIAL RURRAL DE SIBAMBE,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO 10 DE AGOSTO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA 12 DE DICIEMBRE,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA CHAQUINAL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA COLAISACA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE BORBON,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE CANCHAGUA,GAD Parroquial,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,6,4,0.6666666666666666,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE CUBE,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA EL INGENIO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA EL LUCERO,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA JESUS MARIA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA LA UNION,GAD Parroquial,1,0,0,1,0,0,0,1,0,6,0,0,1,0,6,8,10,0.75,1.6666666666666667
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA LIMONES,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL CONVENTO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL DE BELISARIO QUEVEDO,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL DE CHANGAIMINA,GAD Parroquial,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,18,2,0.1111111111111111,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL ELOY ALFARO,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL HONORATO VASQUEZ,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL LA UNION,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL PEDRO PABLO GOMEZ,GAD Parroquial,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,18,9,0.5,1.0
